slope_Outdoor view,r_value_Outdoor view,p_value_Outdoor view,std_err_Outdoor view,timestamp_Outdoor view,slope_Indoor w/ window view,r_value_Indoor w/ window view,p_value_Indoor w/ window view,std_err_Indoor w/ window view,timestamp_Indoor w/ window view,slope_Indoor w/o window view,r_value_Indoor w/o window view,p_value_Indoor w/o window view,std_err_Indoor w/o window view,timestamp_Indoor w/o window view
-1.0393864872230616,-0.9574274190069654,1.5022462185247258e-27,0.04523331437186196,20230210T1330,-0.9989779079198564,-0.9417693193555008,2.3141978252035035e-24,0.051483193457181546,20240111T1100,-1.3841507197557523,-0.9882253265536923,8.510225155312066e-41,0.03093242871961615,20231122T1130
-1.3065137923695245,-0.9848312559194492,3.5775338500581986e-38,0.033225242840697486,20230404T1600,-1.346739178693182,-0.9564104389668714,2.6171363133213615e-27,0.05935260728268437,20230322T1900,-1.2106798998973005,-0.9857100538739415,8.625204169753926e-39,0.029862952285145187,20231120T1430
-1.0594326357676769,-0.9868725282031635,1.1402252340269337e-39,0.02502460426791335,20230622T1700,-1.2926336707926434,-0.985291915938751,1.7153917400358123e-38,0.03235788780580241,20230322T1500,-1.548014673759399,-0.9811553935764942,6.273621708041122e-36,0.04400170095129647,20230613T1430
-0.9962312085787921,-0.9818788122096441,2.4717634875710186e-36,0.027753228618952762,20230302T1800,-1.3756829241336455,-0.9910937140924225,1.0807027923735847e-43,0.02667946848255649,20240110T0900,-1.3350968107874235,-0.9889383202397741,1.9156262529034674e-41,0.028903080498372438,20231122T1400
-1.322883046501285,-0.9798649541525265,3.031433813516786e-35,0.038907085792713215,20230224T1000,-1.2962618492624407,-0.9896413984234,3.9922682026450175e-42,0.027141399357028004,20240111T1430,-1.3277876873103176,-0.9891255487552976,1.2743346983594954e-41,0.02849649011971258,20230616T1030
-1.3844129540694448,-0.982047186201771,1.979346232858979e-36,0.038382736807516867,20230414T1330,-1.419420832890317,-0.994317690721852,2.3178963699145232e-48,0.021934361401601345,20231121T1600,-1.531387514266385,-0.9840981166794512,1.1015841923423234e-37,0.03989623710117806,20230404T1200
-1.451310561868061,-0.9710324800685726,1.6975467383968323e-31,0.051547609278543405,20230208T1230,-1.4729858970564709,-0.9954433127852584,1.1735137077407608e-50,0.02036600017365875,20231115T1530,-1.3384630889276852,-0.9907059757579998,2.9923431347872476e-43,0.02652445433640375,20230612T1300
-1.6312097329142148,-0.9927980754903356,6.7290689764714875e-46,0.02841084748254626,20240315T1800,-1.1118869534127895,-0.9853795639086078,1.4876055371857498e-38,0.02774842908876046,20230310T1700,-1.3872999170983706,-0.9903727035172174,6.9441572772937076e-43,0.027987909217294542,20230621T1400
-0.9853848280708354,-0.9812406256076243,5.632241613266872e-36,0.027943932245529306,20230302T1400,-1.5443430648369463,-0.9957388984852932,2.3542478604335588e-51,0.020643840349661276,20231022T1430,-1.3626183107211616,-0.9445524171391967,7.37296940322964e-25,0.06837206152263504,20230626T1030
-1.613567786213115,-0.9784147318559835,1.5832258308996984e-34,0.04919047379974079,20230421T2030,-1.237522620088874,-0.9916654578546601,2.2125917655370458e-44,0.023206861505653677,20230803T1530,-1.450836817687771,-0.989573843687061,4.66282062526655e-42,0.030478380675777062,20230626T1500
-1.4244579769756454,-0.9858142936906675,7.243716361063502e-39,0.035004889447203334,20240315T1400,-1.3434264972154428,-0.9908765897879885,1.921828174735668e-43,0.02637390844911083,20240110T1130,-1.3850325710038647,-0.988900661985203,2.077558201151426e-41,0.03003597852436805,20230621T1130
-1.4610315721439024,-0.9592496680684706,5.366335473213532e-28,0.06211804669879823,20230208T1700,-1.0841385684093778,-0.9707755221488789,2.0922983862695953e-31,0.03868452948056029,20230614T1730,-1.3415491611787282,-0.9873837692421645,4.419989742103688e-40,0.031053150683124624,20230612T1630
-1.257052064351117,-0.9656399683079617,9.616037999278664e-30,0.04883106303056064,20230414T1600,-1.536608110060579,-0.9825235888744831,1.0435139180589883e-36,0.04201794657318592,20230619T1230,-1.2120629093486333,-0.9866470525367758,1.7116226558424418e-39,0.02887963158853361,20231120T1000
-1.3783261166138536,-0.9819108924185282,2.3697010460858897e-36,0.038362766811345796,20230224T1530,-1.5836621501554002,-0.9947910972409713,2.888568844827707e-49,0.023422425385074993,20231022T1100,-1.5430521968846886,-0.9820373159992959,2.0054088563738527e-36,0.04279307906589269,20230613T1000
-1.0605839537506816,-0.9756263511737084,2.833638281371846e-33,0.034431313560980205,20230622T1230,-1.5912346262872294,-0.9881326874133429,1.0260740138773032e-40,0.03570238343340186,20240109T0830,-1.3855867452595712,-0.9880886112828926,1.121002471798298e-40,0.03114700376806735,20231122T1030
-1.078230242181065,-0.9798898467283025,2.9435725874410586e-35,0.03169143005884697,20230404T1330,-1.1162816802235078,-0.9848460505568768,3.4952981180020433e-38,0.028373385703463802,20230310T1230,-1.3649694517848192,-0.9863702126977237,2.79227935000728e-39,0.032865254593680567,20230616T1400
-1.1516363025294463,-0.9300546498675208,1.648490584883928e-22,0.06566750061713894,20230210T1600,-1.1993222090334248,-0.964063938953949,2.77179329160887e-29,0.04770374404840746,20230614T1200,-1.5470013093412027,-0.9812232000894204,5.758037035464202e-36,0.04389143157005929,20230613T1530
-1.177446746690207,-0.9527392178250137,1.748591801339872e-26,0.05419000481303807,20240319T1300,-1.3412893009624702,-0.9880156306016319,1.2969452812042218e-40,0.030245134297310055,20240110T1400,-1.2113984011891417,-0.9862148174501961,3.659078109148931e-39,0.02933690021492516,20231120T1530
-1.1153205897581087,-0.9624212032804328,7.955104258495078e-29,0.04542359126392452,20231202T1030,-1.1983670404695688,-0.9885011421282448,4.832931853958361e-41,0.026459542887562085,20230803T1000,-1.329224137623706,-0.9889925900188852,1.703373106754993e-41,0.028704085604385466,20230616T1130
-1.0229675350029064,-0.9802753930788884,1.8576843804477438e-35,0.029768716177017998,20240311T1730,-1.3246637001766477,-0.9909740290138238,1.4868434728065207e-43,0.02586440594794972,20231114T1500,-1.2494407528391864,-0.9884470930005732,5.405400122029296e-41,0.0276531289417364,20231122T1500
-1.2494675152638295,-0.9881799583131624,9.32836682217976e-41,0.02797729093821217,20231023T1500,-1.2806283313503066,-0.9716167306402999,1.0478211494723055e-31,0.04500388011326606,20230322T0800,-1.3586836474318502,-0.9440590241252179,9.068853084156916e-25,0.06850437749144865,20230626T1130
-1.1894313881825822,-0.9746268377548623,7.35179625017203e-33,0.03942849735208138,20230421T1200,-1.2959933774001344,-0.9898802143622607,2.2869391544128173e-42,0.02681628689939147,20240111T1330,-1.3959190474049477,-0.9911016164303694,1.0580155998351631e-43,0.02705974525491009,20230621T1500
-1.428388602843962,-0.9935202469167691,5.371133234194504e-47,0.02358514711383594,20230623T1500,-1.1497770173530324,-0.9856533722195354,9.478891412873146e-39,0.02841812543260227,20230310T0830,-1.4127602891608473,-0.9873594973273406,4.627404929812165e-40,0.03273353750953517,20230612T1200
-1.1996179115216357,-0.9837973045648551,1.7214466488155694e-37,0.031554330991129774,20231117T1130,-1.5780106267108827,-0.9904215489520302,6.1494643572455665e-43,0.0317533388871963,20231121T1100,-1.3871084128525455,-0.9890106659495737,1.6378211710913797e-41,0.029929058516327156,20230621T1030
-1.0013073486627364,-0.9880591446164668,1.1890975577261153e-40,0.022537005588357514,20230622T2000,-1.1113011728423252,-0.970239918286296,3.2160048728895616e-31,0.04003212387763675,20230619T0830,-1.424641995348147,-0.9748601030737041,5.905526371002012e-33,0.046999446250048725,20230626T1400
-1.2809330083870494,-0.9804420603231383,1.518211394766191e-35,0.037113036290112575,20230404T0930,-1.5835599702088943,-0.9874459240217266,3.928656946744488e-40,0.0365628980586621,20240109T1230,,,,,
-0.9594053490702036,-0.9783540724425286,1.6923849405085437e-34,0.029290418080309952,20240320T1000,-1.4422091264306678,-0.9887245998753617,3.0251150423316474e-41,0.03152721331437911,20231115T1230,,,,,
-1.5138328816340525,-0.9835002034065193,2.653688503499532e-37,0.04019187632049908,20240322T1900,-1.1632343934811198,-0.9837506357284239,1.8435149368443273e-37,0.030642438039846544,20230616T0830,,,,,
-0.9861167844222074,-0.9828196214469446,6.9480111808834175e-37,0.02672956445670236,20230302T0730,-1.333549051038841,-0.9796258494029675,4.013619219736319e-35,0.039460215588829346,20230322T1200,,,,,
-1.0438681888972556,-0.9810977631899426,6.746315638573922e-36,0.029718187088014447,20231117T1400,-1.2582481223349051,-0.9782300002094655,1.9385259474019844e-34,0.03852763039956983,20230614T0800,,,,,
-1.3061680821942208,-0.9711337164663101,1.5625111259315955e-31,0.0463076663722188,20240322T1500,-1.4853490381510013,-0.9931701033565448,1.891986896766892e-46,0.025186250050755036,20231121T1430,,,,,
-1.3755219722483047,-0.9755879008988126,2.9416279709619954e-33,0.04469215011332512,20230421T1730,-1.282568307866581,-0.9884098945913018,5.836535587621724e-41,0.028432788336783008,20240111T1600,,,,,
-1.1643619684929025,-0.984825302510773,3.611145894434584e-38,0.029616201737826937,20231023T1030,-1.328209219036012,-0.9823674811297981,1.2895380107088475e-36,0.0364855716384914,20230322T1730,,,,,
-0.9759377508054946,-0.9739576369730786,1.3629668417060368e-32,0.03279219892492464,20240311T1200,-1.5376357349344532,-0.9941585852241284,4.489162979922127e-48,0.024094396134244498,20231022T1530,,,,,
-1.17190599120531,-0.9735584583038994,1.9547944445380699e-32,0.039689763018460424,20231202T1500,-1.1103273620214589,-0.9884410481798583,5.473321232661202e-41,0.02458075611155755,20230310T1600,,,,,
-1.1875260638749716,-0.9684603019941262,1.2706421984721952e-30,0.04409941252523073,20240319T1630,-1.3614601449597676,-0.9910663723139029,1.162850357144863e-43,0.026444683074608313,20240110T1030,,,,,
-1.3155063264875484,-0.945719946939403,4.4830070309341e-25,0.06524843064669739,20230414T0930,-1.0241378714085432,-0.9865205167882216,2.1434037707270457e-39,0.02451968204110106,20231114T1130,,,,,
-1.3910214335917848,-0.9940708603050518,6.41373373226828e-48,0.0219614997550755,20230623T1900,-1.1752822601009965,-0.9894444224829998,6.260536910921586e-42,0.024844889112812154,20230803T1430,,,,,
-1.0998579381192553,-0.9685884941751519,1.1539750154792343e-30,0.04075665363198619,20231115T1430,-1.1369971799144292,-0.9867548276667976,1.4107800799431811e-39,0.026979286131948717,20230310T1330,,,,,
-0.9581906724802378,-0.990362189431956,7.127641648172194e-43,0.019341605383013268,20240320T1530,-1.3754499811108756,-0.9889775984349202,1.7596391557886333e-41,0.02972287321768535,20230619T1330,,,,,
-1.1489693856328032,-0.9515917885276889,3.0697125233952295e-26,0.05356623992679721,20230210T0930,-1.5906064340235948,-0.9876602216820397,2.6050739523804723e-40,0.03640485498858967,20240109T0930,,,,,
-1.4667358722392654,-0.9910903808318958,1.0904115076070796e-43,0.028450708869259236,20231121T1700,-1.547252177159743,-0.9956471833525302,3.920806429595744e-51,0.020905573354388546,20231022T1000,,,,,
-1.4040249178130682,-0.9704699628282384,2.6764059896763397e-31,0.05037197800995811,20240315T1030,-1.1976328813621115,-0.9914980341050925,3.559574560923263e-44,0.022686152926133126,20231114T1400,,,,,
-0.9917075865499791,-0.9825764757963376,9.708762744750532e-37,0.027075696072653553,20230302T1030,-1.197051446661994,-0.9906380369894063,3.5612225860176124e-43,0.023809858114159997,20230803T1100,,,,,
-1.3410668365835088,-0.9808484887836871,9.213343231617807e-36,0.03843749094076202,20230414T1230,-1.3053986737721934,-0.9809156701976085,8.474517285718556e-36,0.03734756796842995,20230322T0900,,,,,
-1.3444102977531547,-0.9823746518779891,1.2771124035901293e-36,0.03692289825296994,20230224T1100,-1.3874167490312939,-0.9918789251101224,1.1898470531617666e-44,0.025678276895981976,20240110T1500,,,,,
-1.5002192931466252,-0.9769167590712022,7.791655454443486e-34,0.04734990929356261,20240315T1900,-1.5878166055035363,-0.9872377275866003,5.816720420743465e-40,0.03696978238438168,20240109T1330,,,,,
-1.3412892208955356,-0.9626290466185018,6.979934766692485e-29,0.054466447939634406,20230208T1330,-0.9911590747137656,-0.9830188881225378,5.262898493836499e-37,0.02670590915435942,20231115T1330,,,,,
-1.0671185950032434,-0.992859248683856,5.487032213890391e-46,0.018506089189363934,20230404T1700,-1.1533115713410826,-0.9849645834573298,2.89872935587103e-38,0.029197087356288773,20230310T0930,,,,,
-1.0386539764398175,-0.9539766282226121,9.380214701183356e-27,0.04712609271648629,20230210T1230,-1.4939665358636425,-0.9876673527566028,2.5693855780425616e-40,0.03418295154614018,20231121T1000,,,,,
-1.0947544953669401,-0.9877160777154564,2.337772566005165e-40,0.024998255396213732,20230622T1600,-1.3486374181713248,-0.9829715776369781,5.6233527507037116e-37,0.036389750456133144,20230322T1300,,,,,
-1.0089155337627518,-0.9819129780965005,2.363207158379282e-36,0.028079347582789526,20230302T1500,-1.3912010602420712,-0.9695353394449334,5.5947948923956925e-31,0.05073243390357793,20231121T1530,,,,,
-1.439021048255228,-0.9887140435075634,3.0934623812000814e-41,0.031472495559047936,20240315T1500,-1.4757769019001563,-0.9959272747892386,7.970298706795628e-52,0.019283567159269037,20231115T1600,,,,,
-1.0702032732437081,-0.9763397587880863,1.4001359364801746e-33,0.034212520358724366,20230622T1330,-1.2898246423370743,-0.9829421585877309,5.859289608125275e-37,0.03483366317961552,20230322T1630,,,,,
-1.3416439850935689,-0.9739206127394746,1.4096570929049068e-32,0.04511351272659144,20231121T0930,-1.0241378714085432,-0.9865205167882216,2.1434037707270457e-39,0.02451968204110106,20231114T1230,,,,,
-1.4986275645065295,-0.9653874119312779,1.1431364284919205e-29,0.05844032036929155,20230210T1700,-1.2407159639175172,-0.9758494880746438,2.2780613123706305e-33,0.04008750367927776,20230614T1530,,,,,
-1.4118333972498505,-0.9752973287206337,3.895019451557457e-33,0.04615449414426636,20230616T1000,-1.4194698889402617,-0.991186505748633,8.413735135509522e-44,0.027382949015499473,20240110T1330,,,,,
-1.2155736877860037,-0.963859793532382,3.1681753988304164e-29,0.04849504444855428,20230208T1600,-1.1125959311430595,-0.9827205170109191,7.967716733393207e-37,0.030247044673679977,20230310T1500,,,,,
-1.5032300345988518,-0.9895490191623737,4.935336619825477e-42,0.03161719667126684,20230619T1000,-1.463722635476396,-0.9871093858252764,7.385051880488589e-40,0.034254732560113625,20230619T1500,,,,,
-1.3905114854619545,-0.9893472509901996,7.792127840750497e-42,0.029531897798495577,20230224T1430,-1.5186307354015842,-0.9935313838414801,5.1545370535697235e-47,0.02505343075746377,20231022T1630,,,,,
-1.2781884556699101,-0.9754107102082941,3.4922804047459396e-33,0.04168582939982379,20230414T1700,-1.3520026046698486,-0.9907175021296852,2.904907259695089e-43,0.02677591500300099,20240110T1600,,,,,
-1.1636549144731014,-0.9810597371250468,7.07668700678453e-36,0.03316270317108724,20230421T1300,-1.138432653557504,-0.9905554739929908,4.392577512215896e-43,0.022744958519696795,20230803T1200,,,,,
-1.2170520729128664,-0.9878963664321645,1.6427086583522088e-40,0.02758239078089365,20231117T1030,-0.9565307731955343,-0.9621971093782177,9.152162615833898e-29,0.039079419206642235,20231114T1700,,,,,
-0.9963557450364682,-0.9886930493899639,3.233810843678637e-41,0.021811671842124708,20240320T1830,-1.5672532082423187,-0.9946615399853621,5.201563276608498e-49,0.02346852674312908,20231022T1300,,,,,
-1.5544882574777328,-0.9832496640705326,3.799423738907133e-37,0.04159139390768702,20240322T1130,-1.4461673986118704,-0.979464751876186,4.840018402163059e-35,0.042966799009187755,20230619T1030,,,,,
-1.3850273828283866,-0.9926990302010615,9.329238339625545e-46,0.024290210260493373,20230623T1400,-1.1486572599549754,-0.9855397675546301,1.1439837204526614e-38,0.028505103480966028,20230310T1030,,,,,
-1.1353918690251723,-0.9648990138956062,1.591343224249947e-29,0.04460392476045356,20231202T1130,-1.279221987317476,-0.9803633341524717,1.6704092001556042e-35,0.03714022667687262,20230322T1000,,,,,
-1.1186273882561952,-0.9622857148608573,8.659583425486786e-29,0.04564517244193012,20240319T1200,-1.4282342215486412,-0.988390176139572,6.078241720476011e-41,0.03168939995552701,20231121T1300,,,,,
-1.224900223892782,-0.9887497340243976,2.8681568511755967e-41,0.026746390309177578,20231023T1400,-1.0084898354925445,-0.9440161704018766,9.232578382609038e-25,0.050868942730575635,20240111T1130,,,,,
-1.0451257380877674,-0.9813429149930217,4.9452305365677525e-36,0.029554856253417645,20240311T1630,-1.513343862247961,-0.9948815495455114,1.899028734062084e-49,0.022185715164307996,20231022T0900,,,,,
-1.074689284591898,-0.9610981996133577,1.798176544975887e-28,0.04457887017087346,20240322T1800,-1.6027096034470705,-0.9878517154991674,1.7936006029811794e-40,0.03639082753794122,20240109T1030,,,,,
-1.36027518995697,-0.9699187661263855,4.146025124150873e-31,0.049276831846451444,20230802T1500,-1.373739626792738,-0.9914611769855342,3.9473747816948703e-44,0.026079125391490578,20240110T0930,,,,,
-0.9488817814842853,-0.9889128509099588,2.0237617594018788e-41,0.020566069055489602,20240320T1100,-1.3172422303764644,-0.983519022844679,2.582531801222935e-37,0.034951991515875684,20230322T1530,,,,,
-1.5259106868452428,-0.9934587857761081,6.732375376497485e-47,0.02531578845332213,20231121T1330,-1.5969796472858468,-0.9872521901525537,5.661474209765234e-40,0.03716164559854344,20240109T1500,,,,,
-1.066694522841216,-0.9869668611176533,9.600105257465525e-40,0.025103640051943838,20230622T2100,-1.4683958971723654,-0.9952047617054518,3.9829544520375753e-50,0.020830943051700072,20231115T1500,,,,,
-1.15656335399434,-0.9865911575248156,1.8909407686535786e-39,0.027616045112240487,20230404T0830,-1.3250581890044935,-0.9907610952883125,2.595836265653631e-43,0.02617973243133832,20240111T1400,,,,,
-0.4983193569825368,-0.8654591612106545,5.132191110651709e-16,0.04163518490454707,20231202T1800,-1.2554734844251678,-0.976465244259997,1.2341022838279924e-33,0.04002483726391069,20230614T1430,,,,,
-1.0130501796464217,-0.9778358298467102,2.9688997481838874e-34,0.03130871551623651,20240311T1300,-1.3581699132996845,-0.9920024187138263,8.248386437227671e-45,0.024942789292989723,20240110T1230,,,,,
-1.1768722567704086,-0.9869643361946736,9.644570475361587e-40,0.02769930410040382,20231023T1130,-1.1973766485835735,-0.9883652572501691,6.397430113377029e-41,0.02659617429626381,20231114T1330,,,,,
-1.1928345421215785,-0.967152703962335,3.319474415411484e-30,0.04525154245664202,20240319T1730,-1.5406324527893807,-0.9901541422506026,1.1872657381089762e-42,0.0314373369835181,20230619T1400,,,,,
-1.1263184005841433,-0.9655337791469425,1.0342879367757782e-29,0.04382381460009739,20231202T1400,-1.4934051548967822,-0.994659139694102,5.257844533652702e-49,0.022367770847286632,20231022T1730,,,,,
-1.4600978580905746,-0.9882066886375925,8.837646755819242e-41,0.032655941076631494,20240322T1400,-1.1492697272310164,-0.9899651313032976,1.8699621154310005e-42,0.02367881861990117,20230310T1400,,,,,
-1.1834570708092151,-0.9877053222614456,2.3871106150184077e-40,0.02703579042734241,20231117T1500,-1.127039562225698,-0.9888306426832951,2.414139245924149e-41,0.024519387657253967,20230310T1800,,,,,
-1.4259823857882672,-0.9771458600381691,6.148573200935562e-34,0.04477503584326773,20230421T1630,-1.3973715918912273,-0.9921521814239382,5.248759788139917e-45,0.025418430601720842,20231114T1600,,,,,
-1.424053533550595,-0.9725482811415758,4.753166179779857e-32,0.04918052026816473,20230210T0830,-1.191657768671561,-0.9911908629943055,8.314871595275177e-44,0.0229824734751217,20230803T1300,,,,,
-1.2664856780060867,-0.9897578667460676,3.047360485935367e-42,0.02636610808755024,20231023T1800,-1.4903444943549649,-0.9551308658983872,5.165683861791159e-27,0.06670600461894792,20230619T1800,,,,,
-1.530611368180379,-0.9671158530268916,3.408606404142601e-30,0.058099724504378183,20230414T0830,-1.1887221392807088,-0.9811436501566992,6.367293390751138e-36,0.03379978455589404,20240110T1700,,,,,
-0.9724404490317565,-0.9930565430473146,2.8070534614690587e-46,0.016627084459897613,20240320T1430,-1.189835447333317,-0.9631751333074844,4.9326862243299273e-29,0.04794144684870619,20230614T1100,,,,,
-1.4468208436582657,-0.9819081547337105,2.3782509377786912e-36,0.04027230301623236,20230208T0930,-1.3398844934690397,-0.962627808545727,6.985389488074655e-29,0.05441035950485306,20230616T1800,,,,,
-1.4155467254434921,-0.9937414172530143,2.339647796495081e-47,0.02296691244149173,20230623T1800,-1.112605544717952,-0.9846389440918871,4.830252400851702e-38,0.028477042401604903,20230310T1130,,,,,
-1.089451149680609,-0.979391447867002,5.267842796701007e-35,0.03242801914925812,20230622T1430,-1.579735104575266,-0.9949305095990402,1.5086415565478782e-49,0.023047134712604216,20231022T1200,,,,,
-1.077820225762816,-0.9459379050996176,4.080410474941154e-25,0.053342578613950004,20230210T1000,-1.251635521565986,-0.9909627983486053,1.5316944347609137e-43,0.02445391900449651,20230614T1830,,,,,
-1.09898598286401,-0.9887209097799932,3.0488404974778145e-41,0.024028229476985675,20230616T1700,-1.4964229913454956,-0.9788833699072771,9.39775606500259e-35,0.04510505415844169,20230619T1130,,,,,
-1.5755644220699885,-0.9818523799221848,2.5590073435932828e-36,0.0439253105062329,20230208T1100,-1.259272018334841,-0.9803491833985529,1.6992718570320146e-35,0.036574578610231584,20230322T1100,,,,,
-1.274783598481894,-0.9301313758099536,1.6070406088272512e-22,0.07264505969306286,20230414T1000,-1.3391231132245092,-0.9849204733055514,3.108340586993263e-38,0.03395190390640641,20230802T1430,,,,,
-1.3133318355342336,-0.9735854833363969,1.9079797073773095e-32,0.04445586537300236,20230224T1330,-1.4449818619531332,-0.9908641807574065,1.985280647585985e-43,0.028387177503359607,20231115T1130,,,,,
-1.0018033281100398,-0.9839160906946928,1.4446801815633662e-37,0.026251930519711197,20230302T1200,-1.6173118488305063,-0.9890953703105311,1.3615192850218531e-41,0.034759077739760946,20240109T1130,,,,,
-1.482546293907893,-0.9901500649103501,1.199067897284456e-42,0.030258418228864964,20240315T1200,-1.4040277880699688,-0.9848746015405621,3.341687618788305e-38,0.035652837218615084,20231121T1200,,,,,
-1.3062101061409968,-0.9786322817154915,1.2445525316441047e-34,0.0396127053129225,20230224T1600,-0.9995233269633774,-0.9408844768785722,3.290272333117325e-24,0.05193816765055073,20240111T1030,,,,,
-1.3005756569311455,-0.9649202146712479,1.5688080762305973e-29,0.051076898881872605,20230414T1530,-1.4061409640296019,-0.9830655566754694,4.929078798390843e-37,0.03783378223173772,20230322T1830,,,,,
-1.2095072382033418,-0.9467133911944637,2.9101923314644895e-25,0.059392195824441954,20230208T1430,-1.3246885103465422,-0.9843780405333974,7.215332400768507e-38,0.03419882567279996,20230322T1430,,,,,
-1.1388113530630695,-0.9462455035396875,3.570611658886818e-25,0.05618670325722488,20230210T1530,-1.3689131299524502,-0.9901931435582494,1.0798565076681524e-42,0.027877118255502882,20240110T0830,,,,,
-1.2756734002454462,-0.9857020620812553,8.7409449464844e-39,0.031475088727877285,20240111T0930,-1.2750549489081044,-0.9876154902732797,2.840007013241548e-40,0.029236540704091967,20240111T1500,,,,,
-1.2146417944171841,-0.9915017258112316,3.522808201251571e-44,0.02300328396022948,20230404T1000,-1.5806246378591626,-0.9868380066635579,1.213941788089879e-39,0.03738559732844581,20240109T1400,,,,,
-1.4168073925917344,-0.9725503092880662,4.7448529526359475e-32,0.04892838614841042,20240315T1730,,,,,,,,,,
-1.0029298336917478,-0.9824054468385514,1.2250417862119393e-36,0.02751975301832099,20230302T1730,,,,,,,,,,
-1.0012065253885107,-0.9887644688215649,2.7798001623794936e-41,0.021847345754949555,20230622T1830,,,,,,,,,,
-1.2044735007241543,-0.9555290410028294,4.189561202864903e-27,0.05365412570917147,20240319T1900,,,,,,,,,,
-1.3001671383827331,-0.9768130296932037,8.666831013317165e-34,0.041131251386261725,20230224T0945,,,,,,,,,,
-1.4656644420070795,-0.9824743492470508,1.1157986642135975e-36,0.04013595280864245,20230421T1800,,,,,,,,,,
-0.9758050002670592,-0.9900389032421418,1.567759014775151e-42,0.020029703604078977,20240320T1330,,,,,,,,,,
-1.0522659518165558,-0.9823654028932286,1.2931608028380372e-36,0.028907229219763058,20240311T1400,,,,,,,,,,
-1.2720669938687443,-0.9900512005368537,1.522169370066631e-42,0.02609451169418102,20231023T1630,,,,,,,,,,
-1.1001066787587612,-0.9580244204493779,1.0776106621964186e-27,0.04751656148582038,20231202T1300,,,,,,,,,,
-1.1898437548496275,-0.9662720557574636,6.202215406867213e-30,0.04577060319589636,20240319T1030,,,,,,,,,,
-1.2226088871064926,-0.9931781033854757,1.8396730535918662e-46,0.02071883892127458,20231117T1200,,,,,,,,,,
-1.3692299684779075,-0.9917534328083655,1.7167997413037405e-44,0.025539150833608328,20230623T1630,,,,,,,,,,
-1.523947503409433,-0.9795105314787127,4.589932918107044e-35,0.04522562041230884,20240322T1300,,,,,,,,,,
-0.9780985860098107,-0.9886295097584591,3.6967240247624607e-41,0.021473111416206173,20240320T1600,,,,,,,,,,
-1.322484608650988,-0.9894558493706628,6.100663702299985e-42,0.027941295664166622,20231115T1700,,,,,,,,,,
-1.4662191367675728,-0.9805769339822953,1.287826080239522e-35,0.04233029969721272,20230224T0930,,,,,,,,,,
-1.338568421594876,-0.9756642313040126,2.730967712561174e-33,0.043420885499066635,20230224T1015,,,,,,,,,,
-0.9877414291569927,-0.982967637785617,5.654413758235437e-37,0.026654999999465044,20230302T0800,,,,,,,,,,
-1.2097134155906057,-0.98439098264883,7.074246839407681e-38,0.03121732283109881,20230421T1400,,,,,,,,,,
-1.2883890729201821,-0.9740076621358676,1.3022278638632642e-32,0.04324751217886606,20240322T1630,,,,,,,,,,
-1.3397086675132759,-0.9928030222653569,6.619375843044737e-46,0.0233256590904844,20230623T1300,,,,,,,,,,
-1.1858943106282087,-0.966564986902157,5.047223450900968e-30,0.04540976013824289,20240319T1500,,,,,,,,,,
-1.160781968230968,-0.9686181028833353,1.1285244425041542e-30,0.042993003617475406,20231202T1630,,,,,,,,,,
-1.2143256511454665,-0.9888425751336334,2.353307607969061e-41,0.02640399142948594,20231023T1300,,,,,,,,,,
-1.0142656079150183,-0.9769536682929484,7.50117311606521e-34,0.03198572969445223,20240311T1130,,,,,,,,,,
-1.5114215748968363,-0.9839339630275795,1.4069205246808332e-37,0.039583759026031125,20230208T1000,,,,,,,,,,
-0.9463514271339845,-0.9785924650103781,1.3008425602782535e-34,0.02872707855244554,20230616T1600,,,,,,,,,,
-1.2815148303222756,-0.9751279563251091,4.580463137671845e-33,0.04204310322371784,20230224T1230,,,,,,,,,,
-1.1654668404348354,-0.9867008299390585,1.5545512708151812e-39,0.02771228366141524,20230619T1600,,,,,,,,,,
-1.2526652089916788,-0.9315844583872127,9.866556108852091e-23,0.07055477289839826,20230414T1100,,,,,,,,,,
-1.0854489127876987,-0.9841706013942076,9.879802668559038e-38,0.028212404005877947,20230622T1530,,,,,,,,,,
-1.0399815406530595,-0.9429463178097006,1.4366854258046382e-24,0.05300175902398123,20230210T1100,,,,,,,,,,
-1.0029097315091742,-0.9853968316416212,1.4462837690870076e-38,0.025013661793122224,20230302T1300,,,,,,,,,,
-1.4026899789565226,-0.991576258189205,2.853850062453845e-44,0.026446362695640484,20230614T1630,,,,,,,,,,
-1.4701916699719855,-0.9851909091728268,2.019345994864914e-38,0.03693161338579851,20240315T1300,,,,,,,,,,
-1.3842436680615255,-0.9928473158186604,5.710623033905016e-46,0.024025973777821064,20230623T2030,,,,,,,,,,
-1.2823540698239875,-0.9859118798865346,6.144440745858355e-39,0.031401886952646056,20230224T1245,,,,,,,,,,
-1.3316235851999767,-0.9842767245758642,8.416807454232459e-38,0.034491832995939366,20230414T1430,,,,,,,,,,
-1.329924065567011,-0.9918084053396672,1.4630874135586403e-44,0.024722162066887973,20231115T1015,,,,,,,,,,
-1.1785404517017841,-0.9536407749807759,1.1126356623536122e-26,0.05368210066359762,20230208T1530,,,,,,,,,,
-0.9943309903303179,-0.9878715464438933,1.7250145759021918e-40,0.02255832001891038,20230622T1930,,,,,,,,,,
